Date	Town	ProjectName	Story	PropertyType	Model	Tenure	AreaSQM	PricePSF	Price
1-May-19	Bukit Batok	Blk 394 Bukit Batok West Avenue 5	XX to XX	4-Room	Model A	99 Yrs FROM 2004	92	"4,629"	"426,000"
1-May-19	Bukit Batok	Blk 395 Bukit Batok West Avenue 5	XX to XX	4-Room	Model A	99 Yrs FROM 2004	86	"4,941"	"425,000"
1-May-19	Bukit Batok	Blk 112 Bukit Batok West Avenue 6	XX to XX	4-Room	Model A	99 Yrs FROM 1984	104	"3,940"	"410,000"
1-May-19	Bukit Batok	Blk 113 Bukit Batok West Avenue 6	XX to XX	4-Room	Model A	99 Yrs FROM 1984	104	"3,412"	"355,000"
1-May-19	Bukit Batok	Blk 118 Bukit Batok West Avenue 6	XX to XX	4-Room	Model A	99 Yrs FROM 1984	107	"3,294"	"352,000"
1-May-19	Bukit Batok	Blk 133 Bukit Batok West Avenue 6	XX to XX	4-Room	New Generation	99 Yrs FROM 1984	93	"3,660"	"340,000"
1-May-19	Bukit Batok	Blk 187 Bukit Batok West Avenue 6	XX to XX	4-Room	Model A	99 Yrs FROM 1989	105	"3,854"	"405,000"
1-May-19	Bukit Batok	Blk 187 Bukit Batok West Avenue 6	XX to XX	4-Room	Model A	99 Yrs FROM 1989	105	"3,886"	"408,000"
1-May-19	Bukit Batok	Blk 171 Bukit Batok West Avenue 8	XX to XX	4-Room	Model A	99 Yrs FROM 1985	103	"3,627"	"373,000"
28-Jun-19	Bukit Merah	Blk 6A Boon Tiong Road	XX to XX	4-Room	Model A	99 Yrs FROM 2005	100	"7,503"	"750,000"
28-Jun-19	Bukit Merah	Blk 6B Boon Tiong Road	XX to XX	4-Room	Model A	99 Yrs FROM 2005	100	"6,405"	"640,000"
28-Jun-19	Bukit Merah	Blk 8B Boon Tiong Road	XX to XX	4-Room	Model A	99 Yrs FROM 2005	100	"7,901"	"790,000"
28-Jun-19	Bukit Merah	Blk 109B Depot Road	XX to XX	4-Room	Model A	99 Yrs FROM 2006	100	"6,426"	"642,000"
28-Jun-19	Bukit Merah	Blk 52 Havelock Road	XX to XX	4-Room	Model A	99 Yrs FROM 2013	96	"8,751"	"840,000"
28-Jun-19	Bukit Merah	Blk 55 Havelock Road	XX to XX	4-Room	Model A	99 Yrs FROM 2013	94	"8,999"	"845,000"
28-Jun-19	Bukit Merah	Blk 102 Henderson Crescent	XX to XX	4-Room	Standard	99 Yrs FROM 1970	80	"5,371"	"430,000"
28-Jun-19	Bukit Merah	Blk 102 Henderson Crescent	XX to XX	4-Room	Standard	99 Yrs FROM 1970	80	"5,490"	"438,888"
28-Jun-19	Bukit Merah	Blk 25B Jalan Membina	XX to XX	4-Room	Model A	99 Yrs FROM 2009	90	"8,891"	"800,000"
28-Jun-19	Bukit Merah	Blk 26B Jalan Membina	XX to XX	4-Room	Model A	99 Yrs FROM 2009	85	"8,956"	"760,000"
28-Jun-19	Bukit Merah	Blk 118A Jalan Membina	XX to XX	4-Room	Model A	99 Yrs FROM 2003	90	"7,675"	"690,000"
28-Jun-19	Bukit Merah	Blk 39 Jalan Rumah Tinggi	XX to XX	4-Room	Model A	99 Yrs FROM 1997	100	"6,362"	"636,000"
28-Jun-19	Bukit Merah	Blk 126A Kim Tian Road	XX to XX	4-Room	Model A	99 Yrs FROM 2013	93	"8,116"	"755,000"
28-Jun-19	Bukit Merah	Blk 126A Kim Tian Road	XX to XX	4-Room	Model A	99 Yrs FROM 2013	93	"8,708"	"810,000"
28-Jun-19	Bukit Merah	Blk 126C Kim Tian Road	XX to XX	4-Room	Model A	99 Yrs FROM 2013	87	"9,031"	"785,000"
28-Jun-19	Bukit Merah	Blk 127D Kim Tian Road	XX to XX	4-Room	Model A	99 Yrs FROM 2013	88	"8,245"	"725,000"
28-Jun-19	Bukit Merah	Blk 129 Kim Tian Road	XX to XX	4-Room	Improved	99 Yrs FROM 1976	88	"6,006"	"528,000"
28-Jun-19	Bukit Merah	Blk 52 Lengkok Bahru	XX to XX	4-Room	Simplified	99 Yrs FROM 1986	84	"5,619"	"472,000"
28-Jun-19	Bukit Merah	Blk 76A Redhill Road	XX to XX	4-Room	Model A	99 Yrs FROM 2005	100	"7,685"	"768,000"
28-Jun-19	Bukit Merah	Blk 76A Redhill Road	XX to XX	4-Room	Model A	99 Yrs FROM 2005	100	"7,804"	"780,000"
28-Jun-19	Bukit Merah	Blk 17 Telok Blangah Crescent	XX to XX	4-Room	Model A	99 Yrs FROM 2002	100	"5,404"	"540,000"
28-Jun-19	Bukit Merah	Blk 50 Telok Blangah Drive	XX to XX	4-Room	New Generation	99 Yrs FROM 1978	98	"4,607"	"451,000"
28-Jun-19	Bukit Merah	Blk 40 Telok Blangah Rise	XX to XX	4-Room	Improved	99 Yrs FROM 1976	82	"4,575"	"375,000"
28-Jun-19	Bukit Merah	Blk 1A Cantonment Road	XX to XX	4-Room	Type S1	99 Yrs FROM 2011	95	"9,989"	"948,000"
28-Jun-19	Bukit Merah	Blk 1B Cantonment Road	XX to XX	4-Room	Type S1	99 Yrs FROM 2011	95	"10,936"	"1,038,000"
28-Jun-19	Bukit Merah	Blk 1E Cantonment Road	XX to XX	4-Room	Type S1	99 Yrs FROM 2011	94	"8,805"	"827,000"
1-May-19	Bukit Merah	Blk 2A Boon Tiong Road	XX to XX	4-Room	Model A	99 Yrs FROM 2001	100	"8,353"	"835,000"
1-May-19	Bukit Merah	Blk 108 Bukit Purmei Road	XX to XX	4-Room	Model A	99 Yrs FROM 1984	104	"4,661"	"484,800"
1-May-19	Bukit Merah	Blk 113 Bukit Purmei Road	XX to XX	4-Room	Model A	99 Yrs FROM 1984	106	"4,908"	"520,000"
1-May-19	Bukit Merah	Blk 16 Cantonment Close	XX to XX	4-Room	Model A	99 Yrs FROM 2003	90	"8,654"	"778,000"
1-May-19	Bukit Merah	Blk 16 Cantonment Close	XX to XX	4-Room	Model A	99 Yrs FROM 2003	90	"8,697"	"782,000"
1-May-19	Bukit Merah	Blk 103B Depot Road	XX to XX	4-Room	Model A	99 Yrs FROM 2002	100	"5,802"	"580,000"
1-May-19	Bukit Merah	Blk 104B Depot Road	XX to XX	4-Room	Model A	99 Yrs FROM 2000	100	"4,898"	"490,001"
1-May-19	Bukit Merah	Blk 109B Depot Road	XX to XX	4-Room	Model A	99 Yrs FROM 2006	100	"5,856"	"585,800"
1-May-19	Bukit Merah	Blk 109B Depot Road	XX to XX	4-Room	Model A	99 Yrs FROM 2006	100	"6,803"	"680,000"
1-May-19	Bukit Merah	Blk 112A Depot Road	XX to XX	4-Room	Model A	99 Yrs FROM 2006	104	"5,199"	"540,000"
1-May-19	Bukit Merah	Blk 134 Jalan Bukit Merah	XX to XX	4-Room	Model A	99 Yrs FROM 1997	103	"5,662"	"583,000"
1-May-19	Bukit Merah	Blk 25A Jalan Membina	XX to XX	4-Room	Model A	99 Yrs FROM 2008	90	"8,504"	"765,000"
1-May-19	Bukit Merah	Blk 26B Jalan Membina	XX to XX	4-Room	Model A	99 Yrs FROM 2009	85	"8,536"	"725,000"
1-May-19	Bukit Merah	Blk 26B Jalan Membina	XX to XX	4-Room	Model A	99 Yrs FROM 2009	85	"8,740"	"742,000"
1-May-19	Bukit Merah	Blk 27A Jalan Membina	XX to XX	4-Room	Model A	99 Yrs FROM 2008	90	"8,622"	"775,000"
1-May-19	Bukit Merah	Blk 118A Jalan Membina	XX to XX	4-Room	Model A	99 Yrs FROM 2003	92	"6,900"	"635,000"
1-May-19	Bukit Merah	Blk 118C Jalan Membina	XX to XX	4-Room	Model A	99 Yrs FROM 2003	85	"8,008"	"680,000"
1-May-19	Bukit Merah	Blk 118D Jalan Membina	XX to XX	4-Room	Model A	99 Yrs FROM 2003	92	"8,590"	"790,000"
1-May-19	Bukit Merah	Blk 38 Jalan Rumah Tinggi	XX to XX	4-Room	Model A	99 Yrs FROM 1997	100	"5,404"	"540,000"
1-May-19	Bukit Merah	Blk 120A Kim Tian Place	XX to XX	4-Room	Model A	99 Yrs FROM 2001	90	"7,341"	"660,000"
1-May-19	Bukit Merah	Blk 70 Redhill Close	XX to XX	4-Room	Model A	99 Yrs FROM 2001	100	"7,352"	"735,000"
1-May-19	Bukit Merah	Blk 75C Redhill Road	XX to XX	4-Room	Model A	99 Yrs FROM 2007	100	"7,266"	"726,000"
1-May-19	Bukit Merah	Blk 17 Telok Blangah Crescent	XX to XX	4-Room	Model A	99 Yrs FROM 2002	99	"6,189"	"612,000"
1-May-19	Bukit Merah	Blk 24 Telok Blangah Crescent	XX to XX	4-Room	Improved	99 Yrs FROM 1975	82	"4,499"	"369,000"
1-May-19	Bukit Merah	Blk 59 Telok Blangah Heights	XX to XX	4-Room	New Generation	99 Yrs FROM 1976	91	"4,672"	"425,000"
1-May-19	Bukit Merah	Blk 40 Telok Blangah Rise	XX to XX	4-Room	Improved	99 Yrs FROM 1976	82	"5,371"	"440,000"
1-May-19	Bukit Merah	Blk 34 Telok Blangah Way	XX to XX	4-Room	Improved	99 Yrs FROM 1976	82	"5,005"	"410,000"
1-May-19	Bukit Merah	Blk 1A Cantonment Road	XX to XX	4-Room	Type S1	99 Yrs FROM 2011	94	"8,837"	"830,000"
1-May-19	Bukit Merah	Blk 1B Cantonment Road	XX to XX	4-Room	Type S1	99 Yrs FROM 2011	93	"11,076"	"1,030,000"
1-May-19	Bukit Merah	Blk 1C Cantonment Road	XX to XX	4-Room	Type S1	99 Yrs FROM 2011	93	"10,215"	"950,000"
1-May-19	Bukit Merah	Blk 1C Cantonment Road	XX to XX	4-Room	Type S1	99 Yrs FROM 2011	95	"10,527"	"1,000,000"
28-Jun-19	Bukit Panjang	Blk 236 Bukit Panjang Ring Road	XX to XX	4-Room	Simplified	99 Yrs FROM 1988	84	"3,509"	"295,000"
28-Jun-19	Bukit Panjang	Blk 166 Gangsa Road	XX to XX	4-Room	Model A	99 Yrs FROM 1998	103	"4,661"	"480,000"
28-Jun-19	Bukit Panjang	Blk 171 Gangsa Road	XX to XX	4-Room	Model A	99 Yrs FROM 1997	101	"4,209"	"425,000"
28-Jun-19	Bukit Panjang	Blk 172 Gangsa Road	XX to XX	4-Room	Model A	99 Yrs FROM 1997	101	"4,219"	"426,000"
28-Jun-19	Bukit Panjang	Blk 501 Jelapang Road	XX to XX	4-Room	Model A	99 Yrs FROM 1998	101	"3,348"	"338,500"
28-Jun-19	Bukit Panjang	Blk 514 Jelapang Road	XX to XX	4-Room	Model A	99 Yrs FROM 1998	102	"3,283"	"335,000"
28-Jun-19	Bukit Panjang	Blk 184 Jelebu Road	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 2003	91	"6,318"	"574,800"
28-Jun-19	Bukit Panjang	Blk 184 Jelebu Road	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 2003	91	"6,437"	"585,000"
28-Jun-19	Bukit Panjang	Blk 185 Jelebu Road	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 2003	91	"6,394"	"582,000"
28-Jun-19	Bukit Panjang	Blk 232 Pending Road	XX to XX	4-Room	Model A	99 Yrs FROM 1987	103	"3,401"	"350,000"
28-Jun-19	Bukit Panjang	Blk 139 Petir Road	XX to XX	4-Room	Model A	99 Yrs FROM 1988	103	"3,154"	"325,000"
28-Jun-19	Bukit Panjang	Blk 139 Petir Road	XX to XX	4-Room	Model A	99 Yrs FROM 1988	103	"3,531"	"363,000"
28-Jun-19	Bukit Panjang	Blk 142 Petir Road	XX to XX	4-Room	Model A	99 Yrs FROM 1988	103	"3,111"	"320,000"
28-Jun-19	Bukit Panjang	Blk 412 Saujana Road	XX to XX	4-Room	Model A	99 Yrs FROM 1988	104	"3,175"	"330,000"
28-Jun-19	Bukit Panjang	Blk 486 Segar Road	XX to XX	4-Room	Model A	Unknown	93	"4,489"	"417,000"
28-Jun-19	Bukit Panjang	Blk 486 Segar Road	XX to XX	4-Room	Model A	Unknown	92	"4,542"	"418,000"
28-Jun-19	Bukit Panjang	Blk 486 Segar Road	XX to XX	4-Room	Model A	Unknown	93	"4,575"	"425,000"
28-Jun-19	Bukit Panjang	Blk 487 Segar Road	XX to XX	4-Room	Model A	Unknown	93	"4,467"	"415,000"
28-Jun-19	Bukit Panjang	Blk 487 Segar Road	XX to XX	4-Room	Model A	Unknown	93	"4,575"	"425,000"
28-Jun-19	Bukit Panjang	Blk 546A Segar Road	XX to XX	4-Room	Model A	Unknown	92	"4,510"	"415,000"
28-Jun-19	Bukit Panjang	Blk 547A Segar Road	XX to XX	4-Room	Model A	Unknown	92	"4,650"	"428,000"
28-Jun-19	Bukit Panjang	Blk 547B Segar Road	XX to XX	4-Room	Model A	Unknown	92	"4,004"	"368,000"
28-Jun-19	Bukit Panjang	Blk 547B Segar Road	XX to XX	4-Room	Model A	Unknown	92	"4,295"	"395,000"
28-Jun-19	Bukit Panjang	Blk 547B Segar Road	XX to XX	4-Room	Model A	Unknown	92	"4,456"	"410,000"
28-Jun-19	Bukit Panjang	Blk 547B Segar Road	XX to XX	4-Room	Model A	Unknown	92	"4,779"	"440,000"
28-Jun-19	Bukit Panjang	Blk 651 Senja Link	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 2001	91	"3,735"	"340,000"
28-Jun-19	Bukit Panjang	Blk 630 Senja Road	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 2004	90	"4,855"	"437,000"
1-May-19	Bukit Panjang	Blk 270 Bangkit Road	XX to XX	4-Room	Model A	99 Yrs FROM 1988	104	"3,563"	"370,000"
1-May-19	Bukit Panjang	Blk 277 Bangkit Road	XX to XX	4-Room	Model A	99 Yrs FROM 1988	104	"3,326"	"345,500"
1-May-19	Bukit Panjang	Blk 242 Bukit Panjang Ring Road	XX to XX	4-Room	Model A	99 Yrs FROM 1988	108	"3,240"	"350,000"
1-May-19	Bukit Panjang	Blk 430 Bukit Panjang Ring Road	XX to XX	4-Room	Model A	99 Yrs FROM 1989	104	"3,218"	"335,000"
1-May-19	Bukit Panjang	Blk 448 Bukit Panjang Ring Road	XX to XX	4-Room	Model A	99 Yrs FROM 1997	102	"3,240"	"330,000"
1-May-19	Bukit Panjang	Blk 448 Bukit Panjang Ring Road	XX to XX	4-Room	Model A	99 Yrs FROM 1997	101	"3,369"	"340,000"
1-May-19	Bukit Panjang	Blk 541 Bukit Panjang Ring Road	XX to XX	4-Room	Model A	99 Yrs FROM 1999	101	"4,542"	"458,800"
1-May-19	Bukit Panjang	Blk 609 Bukit Panjang Ring Road	XX to XX	4-Room	Model A	99 Yrs FROM 2001	90	"3,897"	"350,000"
1-May-19	Bukit Panjang	Blk 436 Fajar Road	XX to XX	4-Room	Model A	99 Yrs FROM 1989	104	"2,745"	"285,000"
1-May-19	Bukit Panjang	Blk 436 Fajar Road	XX to XX	4-Room	Model A	99 Yrs FROM 1989	104	"3,272"	"340,000"
1-May-19	Bukit Panjang	Blk 166 Gangsa Road	XX to XX	4-Room	Model A	99 Yrs FROM 1998	100	"4,801"	"480,000"
1-May-19	Bukit Panjang	Blk 170 Gangsa Road	XX to XX	4-Room	Model A	99 Yrs FROM 1997	101	"3,767"	"380,000"
1-May-19	Bukit Panjang	Blk 509 Jelapang Road	XX to XX	4-Room	Model A2	99 Yrs FROM 1998	90	"3,832"	"345,000"
1-May-19	Bukit Panjang	Blk 511 Jelapang Road	XX to XX	4-Room	Model A	99 Yrs FROM 1998	101	"3,315"	"335,000"
1-May-19	Bukit Panjang	Blk 176 Lompang Road	XX to XX	4-Room	Model A	99 Yrs FROM 1997	101	"4,456"	"450,000"
1-May-19	Bukit Panjang	Blk 178 Lompang Road	XX to XX	4-Room	Model A	99 Yrs FROM 2001	90	"5,447"	"490,000"
1-May-19	Bukit Panjang	Blk 232 Pending Road	XX to XX	4-Room	Model A	99 Yrs FROM 1987	103	"3,423"	"352,000"
1-May-19	Bukit Panjang	Blk 167 Petir Road	XX to XX	4-Room	Model A	99 Yrs FROM 1998	100	"4,618"	"462,000"
1-May-19	Bukit Panjang	Blk 167 Petir Road	XX to XX	4-Room	Model A	99 Yrs FROM 1998	100	"4,618"	"462,000"
1-May-19	Bukit Panjang	Blk 207 Petir Road	XX to XX	4-Room	Model A	99 Yrs FROM 1988	104	"3,197"	"332,000"
1-May-19	Bukit Panjang	Blk 457 Segar Road	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 2012	93	"4,607"	"428,888"
1-May-19	Bukit Panjang	Blk 467 Segar Road	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 2002	95	"3,778"	"358,888"
1-May-19	Bukit Panjang	Blk 469 Segar Road	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 2002	95	"3,584"	"340,000"
1-May-19	Bukit Panjang	Blk 486 Segar Road	XX to XX	4-Room	Model A	Unknown	93	"4,198"	"390,000"
1-May-19	Bukit Panjang	Blk 486 Segar Road	XX to XX	4-Room	Model A	Unknown	92	"4,241"	"390,000"
1-May-19	Bukit Panjang	Blk 486 Segar Road	XX to XX	4-Room	Model A	Unknown	92	"4,349"	"400,000"
1-May-19	Bukit Panjang	Blk 486 Segar Road	XX to XX	4-Room	Model A	Unknown	93	"4,521"	"420,000"
1-May-19	Bukit Panjang	Blk 487 Segar Road	XX to XX	4-Room	Model A	Unknown	93	"4,629"	"430,000"
1-May-19	Bukit Panjang	Blk 546A Segar Road	XX to XX	4-Room	Model A	Unknown	92	"4,585"	"422,000"
1-May-19	Bukit Panjang	Blk 546B Segar Road	XX to XX	4-Room	Model A	Unknown	92	"4,327"	"398,000"
1-May-19	Bukit Panjang	Blk 546B Segar Road	XX to XX	4-Room	Model A	Unknown	92	"4,542"	"418,000"
1-May-19	Bukit Panjang	Blk 547B Segar Road	XX to XX	4-Room	Model A	Unknown	92	"4,564"	"420,000"
1-May-19	Bukit Panjang	Blk 627 Senja Road	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 2004	90	"4,284"	"385,000"
1-May-19	Bukit Panjang	Blk 630 Senja Road	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 2004	90	"4,446"	"400,000"
1-May-19	Bukit Panjang	Blk 633B Senja Road	XX to XX	4-Room	Model A	99 Yrs FROM 2013	93	"5,145"	"478,000"
1-May-19	Bukit Panjang	Blk 633C Senja Road	XX to XX	4-Room	Model A	99 Yrs FROM 2013	93	"4,790"	"445,000"
1-May-19	Bukit Panjang	Blk 633C Senja Road	XX to XX	4-Room	Model A	99 Yrs FROM 2013	93	"5,221"	"485,000"
1-May-19	Bukit Panjang	Blk 633C Senja Road	XX to XX	4-Room	Model A	99 Yrs FROM 2013	93	"5,221"	"485,000"
1-May-19	Bukit Panjang	Blk 633C Senja Road	XX to XX	4-Room	Model A	99 Yrs FROM 2013	93	"5,221"	"485,000"
28-Jun-19	Bukit Timah	Blk 14 Toh Yi Drive	XX to XX	4-Room	Model A	99 Yrs FROM 1988	104	"6,394"	"665,000"
28-Jun-19	Bukit Timah	Blk 13 Toh Yi Drive	XX to XX	4-Room	Model A	99 Yrs FROM 1988	104	"6,146"	"638,888"
1-May-19	Bukit Timah	Blk 4 Toh Yi Drive	XX to XX	4-Room	Model A	99 Yrs FROM 1988	104	"6,728"	"699,000"
1-May-19	Bukit Timah	Blk 12 Toh Yi Drive	XX to XX	4-Room	Model A	99 Yrs FROM 1989	104	"6,491"	"675,000"
1-May-19	Bukit Timah	Blk 1 Toh Yi Drive	XX to XX	4-Room	Model A	99 Yrs FROM 1988	104	"7,115"	"740,000"
1-May-19	Bukit Timah	Blk 5 Toh Yi Drive	XX to XX	4-Room	Model A	99 Yrs FROM 1989	104	"6,738"	"700,000"
1-May-19	Bukit Timah	Blk 14 Toh Yi Drive	XX to XX	4-Room	Model A	99 Yrs FROM 1988	104	"6,491"	"675,000"
1-May-19	Bukit Timah	Blk 4 Toh Yi Drive	XX to XX	4-Room	Model A	99 Yrs FROM 1988	104	"6,545"	"680,000"
1-May-19	Bukit Timah	Blk 11 Toh Yi Drive	XX to XX	4-Room	Model A	99 Yrs FROM 1989	104	"6,824"	"710,000"
28-Jun-19	Central Area	Blk 641 Rowell Road	XX to XX	4-Room	Model A	99 Yrs FROM 1983	108	"5,371"	"580,000"
28-Jun-19	Central Area	Blk 642 Rowell Road	XX to XX	4-Room	Model A	99 Yrs FROM 1984	108	"4,887"	"527,000"
28-Jun-19	Central Area	Blk 668 Chander Road	XX to XX	4-Room	Model A	99 Yrs FROM 1984	121	"4,758"	"575,000"
28-Jun-19	Central Area	Blk 634 Veerasamy Road	XX to XX	4-Room	Model A	99 Yrs FROM 1985	109	"5,188"	"565,000"
1-May-19	Central Area	Blk 7 Tanjong Pagar Plaza	XX to XX	4-Room	Improved	99 Yrs FROM 1980	83	"8,191"	"680,000"
1-May-19	Central Area	Blk 334 Kreta Ayer Road	XX to XX	4-Room	Improved	99 Yrs FROM 1981	83	"7,255"	"602,000"
28-Jun-19	Choa Chu Kang	Blk 284 Choa Chu Kang Avenue 3	XX to XX	4-Room	Model A	99 Yrs FROM 1990	104	"3,218"	"335,000"
28-Jun-19	Choa Chu Kang	Blk 406 Choa Chu Kang Avenue 3	XX to XX	4-Room	Model A	99 Yrs FROM 1993	104	"3,509"	"365,000"
28-Jun-19	Choa Chu Kang	Blk 410 Choa Chu Kang Avenue 3	XX to XX	4-Room	Model A	99 Yrs FROM 1992	105	"3,025"	"318,000"
28-Jun-19	Choa Chu Kang	Blk 411 Choa Chu Kang Avenue 3	XX to XX	4-Room	Model A	99 Yrs FROM 1992	103	"3,531"	"363,000"
28-Jun-19	Choa Chu Kang	Blk 421 Choa Chu Kang Avenue 4	XX to XX	4-Room	Model A	99 Yrs FROM 1992	104	"3,498"	"364,000"
28-Jun-19	Choa Chu Kang	Blk 444 Choa Chu Kang Avenue 4	XX to XX	4-Room	Model A	99 Yrs FROM 1997	100	"3,305"	"330,000"
28-Jun-19	Choa Chu Kang	Blk 464 Choa Chu Kang Avenue 4	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 2000	104	"3,229"	"336,000"
28-Jun-19	Choa Chu Kang	Blk 484A Choa Chu Kang Avenue 5	XX to XX	4-Room	Model A2	99 Yrs FROM 1999	90	"3,423"	"308,000"
28-Jun-19	Choa Chu Kang	Blk 484A Choa Chu Kang Avenue 5	XX to XX	4-Room	Model A2	99 Yrs FROM 1999	90	"3,444"	"310,000"
28-Jun-19	Choa Chu Kang	Blk 660 Choa Chu Kang Crescent	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 1999	104	"3,369"	"350,000"
28-Jun-19	Choa Chu Kang	Blk 673 Choa Chu Kang Crescent	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 1999	100	"3,305"	"330,000"
28-Jun-19	Choa Chu Kang	Blk 685A Choa Chu Kang Crescent	XX to XX	4-Room	Model A	99 Yrs FROM 2002	90	"3,498"	"315,000"
28-Jun-19	Choa Chu Kang	Blk 686C Choa Chu Kang Crescent	XX to XX	4-Room	Model A2	99 Yrs FROM 2002	85	"3,757"	"319,000"
28-Jun-19	Choa Chu Kang	Blk 690A Choa Chu Kang Crescent	XX to XX	4-Room	Model A	99 Yrs FROM 2003	90	"3,305"	"297,000"
28-Jun-19	Choa Chu Kang	Blk 692A Choa Chu Kang Crescent	XX to XX	4-Room	Model A	99 Yrs FROM 2003	91	"3,186"	"290,000"
28-Jun-19	Choa Chu Kang	Blk 210 Choa Chu Kang Central	XX to XX	4-Room	Model A	99 Yrs FROM 1990	104	"3,703"	"385,000"
28-Jun-19	Choa Chu Kang	Blk 233 Choa Chu Kang Central	XX to XX	4-Room	Model A	99 Yrs FROM 1990	105	"3,186"	"335,000"
28-Jun-19	Choa Chu Kang	Blk 237 Choa Chu Kang Central	XX to XX	4-Room	Model A	99 Yrs FROM 1990	104	"3,122"	"325,000"
28-Jun-19	Choa Chu Kang	Blk 688A Choa Chu Kang Drive	XX to XX	4-Room	Model A	99 Yrs FROM 2002	90	"3,498"	"315,000"
28-Jun-19	Choa Chu Kang	Blk 752 Choa Chu Kang North 5	XX to XX	4-Room	Model A	99 Yrs FROM 1995	108	"3,154"	"340,000"
28-Jun-19	Choa Chu Kang	Blk 631 Choa Chu Kang North 6	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 1998	113	"3,627"	"410,000"
28-Jun-19	Choa Chu Kang	Blk 631 Choa Chu Kang North 6	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 1998	113	"4,069"	"460,000"
28-Jun-19	Choa Chu Kang	Blk 634 Choa Chu Kang North 6	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 1998	113	"3,305"	"373,000"
28-Jun-19	Choa Chu Kang	Blk 618 Choa Chu Kang North 7	XX to XX	4-Room	Model A	99 Yrs FROM 1996	107	"3,369"	"360,000"
28-Jun-19	Choa Chu Kang	Blk 518 Choa Chu Kang Street 51	XX to XX	4-Room	Model A	99 Yrs FROM 1995	104	"3,208"	"333,555"
28-Jun-19	Choa Chu Kang	Blk 572 Choa Chu Kang Street 52	XX to XX	4-Room	Model A	Unknown	92	"4,402"	"405,000"
28-Jun-19	Choa Chu Kang	Blk 572 Choa Chu Kang Street 52	XX to XX	4-Room	Model A	Unknown	92	"4,564"	"420,000"
28-Jun-19	Choa Chu Kang	Blk 707 Choa Chu Kang Street 53	XX to XX	4-Room	Model A	99 Yrs FROM 1995	109	"2,982"	"325,000"
28-Jun-19	Choa Chu Kang	Blk 769 Choa Chu Kang Street 54	XX to XX	4-Room	Model A	99 Yrs FROM 1996	102	"3,283"	"335,000"
28-Jun-19	Choa Chu Kang	Blk 771 Choa Chu Kang Street 54	XX to XX	4-Room	Model A	99 Yrs FROM 1996	105	"2,852"	"300,000"
28-Jun-19	Choa Chu Kang	Blk 610 Choa Chu Kang Street 62	XX to XX	4-Room	Model A	99 Yrs FROM 1996	107	"3,229"	"345,000"
28-Jun-19	Choa Chu Kang	Blk 615 Choa Chu Kang Street 62	XX to XX	4-Room	Model A	99 Yrs FROM 1996	107	"3,272"	"350,000"
28-Jun-19	Choa Chu Kang	Blk 8 Teck Whye Avenue	XX to XX	4-Room	New Generation	99 Yrs FROM 1978	92	"3,068"	"282,500"
28-Jun-19	Choa Chu Kang	Blk 103 Teck Whye Lane	XX to XX	4-Room	Model A	99 Yrs FROM 1989	106	"2,788"	"295,000"
28-Jun-19	Choa Chu Kang	Blk 106 Teck Whye Lane	XX to XX	4-Room	Model A	99 Yrs FROM 1989	103	"2,992"	"308,000"
1-May-19	Choa Chu Kang	Blk 294 Choa Chu Kang Avenue 2	XX to XX	4-Room	Model A	99 Yrs FROM 1990	104	"3,057"	"318,000"
1-May-19	Choa Chu Kang	Blk 281 Choa Chu Kang Avenue 3	XX to XX	4-Room	Model A	99 Yrs FROM 1992	106	"3,165"	"335,000"
1-May-19	Choa Chu Kang	Blk 286 Choa Chu Kang Avenue 3	XX to XX	4-Room	Model A	99 Yrs FROM 1993	106	"2,971"	"315,000"
1-May-19	Choa Chu Kang	Blk 293 Choa Chu Kang Avenue 3	XX to XX	4-Room	Model A	99 Yrs FROM 1993	112	"3,175"	"355,000"
1-May-19	Choa Chu Kang	Blk 413 Choa Chu Kang Avenue 3	XX to XX	4-Room	Model A	99 Yrs FROM 1992	104	"3,272"	"340,000"
1-May-19	Choa Chu Kang	Blk 473 Choa Chu Kang Avenue 3	XX to XX	4-Room	Model A	99 Yrs FROM 1999	101	"3,165"	"320,000"
1-May-19	Choa Chu Kang	Blk 434 Choa Chu Kang Avenue 4	XX to XX	4-Room	Model A	99 Yrs FROM 1993	106	"3,165"	"335,000"
1-May-19	Choa Chu Kang	Blk 452 Choa Chu Kang Avenue 4	XX to XX	4-Room	Premium Apartment	99 Yrs FROM 2000	104	"3,014"	"313,000"
